id,student_info_id,father_name,father_occupation,father_phone,mother_name,mother_occupation,mother_phone,guardian_name,guardian_relationship,guardian_phone,created_at,updated_at,deleted_at
,C00-1054,Brian Nguyen,"Engineer, agricultural",9973713820,Diamond Evans,Holiday representative,9531764327,,,,33:39.5,33:39.5,
,C00-1055,Marc Dunlap,Tax adviser,9887187680,Bailey Joseph,Insurance claims handler,9459516165,,,,33:39.5,33:39.5,
,C00-1056,Charles Bennett,Product manager,9256951436,Tracy Johnson,Building surveyor,9478442951,,,,33:39.5,33:39.5,
,C00-1057,Patrick Dyer,"Psychologist, prison and probation services",9803976793,Amy Lopez,Optometrist,9604083190,,,,33:39.5,33:39.5,
,C00-1058,,,,,,,Laurie Walsh,Aunt,9363514902,33:39.5,33:39.5,
,C00-1059,,,,,,,Samuel Coleman,Uncle,9865722401,33:39.5,33:39.5,
,C00-1060,Matthew Walker,"Engineer, manufacturing systems",9719646036,Mrs. Alicia Fisher,Banker,9289916173,,,,33:39.5,33:39.5,
,C00-1061,,,,,,,David Peterson,Grandparent,9899188443,33:39.5,33:39.5,
,C00-1062,,,,,,,Michelle Rivera,Uncle,9141206451,33:39.5,33:39.5,
,C00-1063,James Nelson,Technical author,9981639380,Patricia Allen,"Administrator, sports",9114505980,,,,33:39.5,33:39.5,
,C00-1064,Kyle Hayes,Chief Operating Officer,9886120479,Sarah Andrews,Estate manager/land agent,9607364599,,,,33:39.5,33:39.5,
,C00-1065,Michael Williams,Waste management officer,9560352534,Heidi Raymond,Retail buyer,9085914048,,,,33:39.5,33:39.5,
,C00-1066,Justin Washington,Exhibition designer,9443754649,Patricia Calhoun,Solicitor,9489061011,,,,33:39.5,33:39.5,
,C00-1067,Robert Brown,Learning mentor,9102184328,Jessica Wagner,"Designer, blown glass/stained glass",9474896330,,,,33:39.5,33:39.5,
,C00-1068,Phillip Obrien,Computer games developer,9706377444,Kathleen Noble,"Engineer, agricultural",9638326808,,,,33:39.5,33:39.5,
,C00-1069,,,,,,,Sharon Hartman,Uncle,9777951410,33:39.6,33:39.6,
,C00-1070,Joshua Kim,Pension scheme manager,9709128837,Heather Kidd,Transport planner,9642054352,,,,33:39.6,33:39.6,
,C00-1071,,,,,,,Philip Nguyen,Uncle,9406582679,33:39.6,33:39.6,
,C00-1072,Brendan Green,"Designer, industrial/product",9522409705,Kayla Cantrell,"Development worker, international aid",9478513377,,,,33:39.6,33:39.6,
,C00-1073,Rodney Calhoun,Water quality scientist,9605453055,Megan Pineda MD,"Education officer, museum",9413109867,,,,33:39.6,33:39.6,
,C00-1074,Leonard Evans,Lobbyist,9240704749,Jo Wells,Herpetologist,9185428250,,,,33:39.6,33:39.6,
,C00-1075,Matthew Hicks,IT trainer,9178548423,Brianna Mejia,Farm manager,9118695821,,,,33:39.6,33:39.6,
,C00-1076,,,,,,,Ann Woodward,Uncle,9691117479,33:39.6,33:39.6,
,C00-1077,Joseph Hall,"Designer, multimedia",9974229945,Tina Calhoun,Soil scientist,9171055668,,,,33:39.6,33:39.6,
,C00-1078,Brian Mitchell,Chief Operating Officer,9987410781,Angela Gonzalez,Veterinary surgeon,9875445475,,,,33:39.6,33:39.6,
,C00-1079,Jason Mcgee,"Designer, jewellery",9762232868,Sarah Sampson,Illustrator,9911941923,,,,33:39.6,33:39.6,
,C00-1080,,,,,,,Theresa Williams,Uncle,9571149583,33:39.6,33:39.6,
,C00-1081,,,,,,,Antonio Mathis,Uncle,9203003829,33:39.6,33:39.6,
,C00-1082,Eric Harris,"Engineer, civil (contracting)",9699271043,Mercedes Thompson,Learning mentor,9001778038,,,,33:39.6,33:39.6,
,C00-1083,,,,,,,Angela Snyder,Uncle,9999245141,33:39.6,33:39.6,
,C00-1084,,,,,,,Joan Smith,Uncle,9394549131,33:39.6,33:39.6,
,C00-1085,,,,,,,Sharon Morrison,Aunt,9149049420,33:39.6,33:39.6,
,C00-1086,Eric Frazier,Gaffer,9054426106,Jamie Williams,Health visitor,9972029832,,,,33:39.6,33:39.6,
,C00-1087,Adrian Brooks,Transport planner,9077650970,Jessica Gonzalez,Visual merchandiser,9519940804,,,,33:39.6,33:39.6,
,C00-1088,Jerry Harding,Financial risk analyst,9528475571,Amanda Hanson,Ranger/warden,9048894452,,,,33:39.6,33:39.6,
,C00-1089,,,,,,,Kenneth Wilson,Uncle,9690826328,33:39.6,33:39.6,
,C00-1090,Jason Gray,"Surveyor, hydrographic",9330590045,Mary Lutz,"Exhibitions officer, museum/gallery",9560969956,,,,33:39.6,33:39.6,
,C00-1091,Evan Martinez,Systems developer,9591668591,Tina Hogan,Architectural technologist,9686666293,,,,33:39.6,33:39.6,
,C00-1092,Jerry Bailey,Surgeon,9731573017,Paula Reynolds,Lobbyist,9906139025,,,,33:39.6,33:39.6,
,C00-1093,Ruben King,Control and instrumentation engineer,9681642189,Jacqueline Chavez,Trade mark attorney,9513769480,,,,33:39.6,33:39.6,
,C00-1094,Charles Parker,Dealer,9163286255,Karen Patterson,"Scientist, research (life sciences)",9688490177,,,,33:39.6,33:39.6,
,C00-1095,,,,,,,Michelle Mueller,Uncle,9825208769,33:39.6,33:39.6,
,C00-1096,,,,,,,Nathan Bautista,Grandparent,9017289620,33:39.6,33:39.6,
,C00-1097,Daniel Preston,Microbiologist,9580907056,Amber Barrett,"Scientist, audiological",9562818784,,,,33:39.6,33:39.6,
,C00-1098,Curtis Barnett,IT consultant,9671528599,Crystal Whitney DVM,Museum/gallery exhibitions officer,9690331742,,,,33:39.6,33:39.6,
,C00-1099,Eric Hart,Manufacturing systems engineer,9729904955,Samantha Beck,"Engineer, structural",9660233525,,,,33:39.6,33:39.6,
,C00-1100,Jerome Shaw,Hydrologist,9873395197,Tammy Dean,"Pilot, airline",9419585650,,,,33:39.6,33:39.6,
,C00-1101,Christopher Aguirre,Chief Financial Officer,9380954966,Mary Munoz,Barrister's clerk,9989092609,,,,33:39.6,33:39.6,
,C00-1102,,,,,,,Brad Taylor,Grandparent,9595194890,33:39.6,33:39.6,
,C00-1103,James Dixon,Sports development officer,9350930077,Janice Macias,Engineering geologist,9225260144,,,,33:39.6,33:39.6,
,C00-1104,Matthew Wilson,Actor,9613331015,Felicia Edwards,Chief Executive Officer,9205794500,,,,33:39.6,33:39.6,
,C00-1105,,,,,,,Deborah Christensen,Grandparent,9495600786,33:39.6,33:39.6,
,C00-1106,Patrick Ward,Senior tax professional/tax inspector,9489193373,Nicole Mcneil,"Designer, multimedia",9374729966,,,,33:39.6,33:39.6,
,C00-1107,Randy Williams,Purchasing manager,9700213413,Jennifer Brown,Broadcast presenter,9217405064,,,,33:39.6,33:39.6,
,C00-1108,,,,,,,Brittany James,Aunt,9616373297,33:39.6,33:39.6,
,C00-1109,Logan Huffman,Product designer,9853333652,Cheryl Meza,Air traffic controller,9434268336,,,,33:39.6,33:39.6,
,C00-1110,Gavin Perez,Secondary school teacher,9549463673,Laurie Baker,"Designer, industrial/product",9690143641,,,,33:39.6,33:39.6,
,C00-1111,Jacob Graham,Dancer,9827696424,Paula Ramos,Osteopath,9133495133,,,,33:39.6,33:39.6,
,C00-1112,,,,,,,Jonathan Wheeler MD,Aunt,9746308391,33:39.6,33:39.6,
,C00-1113,,,,,,,Joseph Henderson,Uncle,9193465066,33:39.6,33:39.6,
,C00-1114,Zachary Gonzalez,Investment analyst,9232173725,Katherine Wolfe,Product manager,9839006979,,,,33:39.6,33:39.6,
,C00-1115,,,,,,,Nancy Delacruz,Aunt,9285060014,33:39.6,33:39.6,
,C00-1116,Jonathan Carroll,Photographer,9044217549,Elizabeth Hill,Horticultural consultant,9553992727,,,,33:39.6,33:39.6,
,C00-1117,Michael Johnson,Magazine features editor,9056045351,Nicole Mccarthy,Amenity horticulturist,9337632951,,,,33:39.6,33:39.6,
,C00-1118,,,,,,,Marc Hill,Grandparent,9193022515,33:39.6,33:39.6,
,C00-1119,,,,,,,Zachary Wilson,Grandparent,9790210429,33:39.6,33:39.6,
,C00-1120,Darren Fox,"Therapist, drama",9207224312,Leslie Thompson,"Geologist, wellsite",9886538157,,,,33:39.6,33:39.6,
,C00-1121,Maurice Trujillo,Acupuncturist,9849565730,Denise Davis,Health promotion specialist,9323961946,,,,33:39.6,33:39.6,
,C00-1122,Tony Allen,"Surveyor, insurance",9892238921,Sheri Lambert,Scientific laboratory technician,9412823727,,,,33:39.6,33:39.6,
,C00-1123,Jeremy Sullivan MD,Therapeutic radiographer,9143666623,Faith Gonzalez,"Engineer, production",9617358350,,,,33:39.6,33:39.6,
,C00-1124,,,,,,,Jeffrey Webb,Aunt,9445004116,33:39.6,33:39.6,
,C00-1125,Scott Reed,Occupational therapist,9899551651,Cristina Todd,Arboriculturist,9254669288,,,,33:39.6,33:39.6,
,C00-1126,,,,,,,Erika Jacobs,Uncle,9427627029,33:39.6,33:39.6,
,C00-1127,,,,,,,Ebony Williams,Grandparent,9580051232,33:39.6,33:39.6,
,C00-1128,Joe Wilson,Comptroller,9660799832,Gloria Reilly,Sports development officer,9392934887,,,,33:39.6,33:39.6,
,C00-1129,Mr. Andrew Bennett,Patent attorney,9877986233,Christine Calhoun,Probation officer,9445707304,,,,33:39.6,33:39.6,
,C00-1130,Dustin Brock,Immigration officer,9196856537,Pamela Haynes,"Production assistant, television",9235709032,,,,33:39.6,33:39.6,
,C00-1131,Arthur Arroyo,Hydrogeologist,9534662014,Joyce Miller,"Designer, exhibition/display",9034456917,,,,33:39.6,33:39.6,
,C00-1132,Christopher Peterson,"Therapist, speech and language",9039905830,Mary Munoz,Multimedia specialist,9005184496,,,,33:39.6,33:39.6,
,C00-1133,David Graves,Artist,9839299992,Jennifer Huang,Commissioning editor,9342820913,,,,33:39.6,33:39.6,
,C00-1134,Jose Richardson,Farm manager,9055664095,Chelsea Brown,Building control surveyor,9628968589,,,,33:39.6,33:39.6,
,C00-1135,Frederick Parks,Neurosurgeon,9356148400,Lori Walker,Medical secretary,9059461909,,,,33:39.6,33:39.6,
,C00-1136,Robert Hernandez,Clinical embryologist,9939783384,Diane Roberts,Drilling engineer,9019403562,,,,33:39.6,33:39.6,
,C00-1137,Michael Flores,"Scientist, audiological",9618822517,Lauren Brown,Metallurgist,9936403670,,,,33:39.6,33:39.6,
,C00-1138,,,,,,,Melissa Lynch,Aunt,9128607607,33:39.7,33:39.7,
,C00-1139,,,,,,,Roger Hernandez,Uncle,9514481724,33:39.7,33:39.7,
,C00-1140,Sean Hoffman,"Civil engineer, consulting",9240737483,Elizabeth Rodriguez,"Conservator, museum/gallery",9729567188,,,,33:39.7,33:39.7,
,C00-1141,,,,,,,John Myers,Aunt,9683768697,33:39.7,33:39.7,
,C00-1142,Larry Newton,Trade union research officer,9960452404,Sarah Baker,Theatre manager,9938879067,,,,33:39.7,33:39.7,
,C00-1143,John Madden,Horticultural consultant,9799878199,Amy Hunt,Data scientist,9327549951,,,,33:39.7,33:39.7,
,C00-1144,Noah Griffin,"Librarian, public",9645800222,Kayla Carpenter,Patent examiner,9060852407,,,,33:39.7,33:39.7,
,C00-1145,,,,,,,Zachary Stark,Grandparent,9856058564,33:39.7,33:39.7,
,C00-1146,David Henry,"Teacher, primary school",9351419599,Cassandra Morris,Public affairs consultant,9748538338,,,,33:39.7,33:39.7,
,C00-1147,Michael Coleman,"Designer, industrial/product",9098446976,Melissa Wilkerson,Photographer,9024128145,,,,33:39.7,33:39.7,
,C00-1148,David White,Arts administrator,9345904493,Jessica Murray,Magazine features editor,9557142012,,,,33:39.7,33:39.7,
,C00-1149,Kevin Padilla,Waste management officer,9948016469,Sheri Ingram,"Radiographer, diagnostic",9917266198,,,,33:39.7,33:39.7,
,C00-1150,Jesse Stephens,Plant breeder/geneticist,9235801327,Courtney Robinson,"Therapist, drama",9328942298,,,,33:39.7,33:39.7,
,C00-1151,,,,,,,Kathleen Zimmerman,Uncle,9316682677,33:39.7,33:39.7,
,C00-1152,Mr. Michael Brooks,Graphic designer,9511804337,Tracy Smith,"Doctor, hospital",9154851146,,,,33:39.7,33:39.7,
,C00-1153,,,,,,,Mr. Andrew Stewart,Grandparent,9748885781,33:39.7,33:39.7,
,C00-1154,Terry Rodriguez,Estate agent,9319637365,Kathleen Singleton,Colour technologist,9941054061,,,,33:39.7,33:39.7,
,C00-1155,,,,,,,Chris Mathis,Aunt,9018104404,33:39.7,33:39.7,
,C00-1156,,,,,,,Lauren Juarez,Aunt,9273683486,33:39.7,33:39.7,
,C00-1157,,,,,,,Katherine Brown,Grandparent,9677504104,33:39.7,33:39.7,
,C00-1158,Michael Padilla,Barrister,9168252949,Kristina Neal,"Loss adjuster, chartered",9104134891,,,,33:39.7,33:39.7,
,C00-1159,Douglas Salinas,Claims inspector/assessor,9943408570,Ashley Adams,Teaching laboratory technician,9243535192,,,,33:39.7,33:39.7,
,C00-1160,Eric Smith,Academic librarian,9857468796,Laura Stevenson,Psychotherapist,9642131370,,,,33:39.7,33:39.7,
,C00-1161,,,,,,,Gabrielle Smith,Grandparent,9041758982,33:39.7,33:39.7,
,C00-1162,,,,,,,Derek Mitchell,Uncle,9622358251,33:39.7,33:39.7,
,C00-1163,Jeremy Patterson,Early years teacher,9455174570,Chelsea Smith,Private music teacher,9233925246,,,,33:39.7,33:39.7,
,C00-1164,Bruce Martinez Jr.,Company secretary,9252981618,Judith Holland,Sports therapist,9306446735,,,,33:39.7,33:39.7,
,C00-1165,Kevin Paul,Communications engineer,9485994428,Stephanie Li,Food technologist,9238457688,,,,33:39.7,33:39.7,
,C00-1166,Daniel Andrews,"Pilot, airline",9091580772,Cindy Thompson,Chief Operating Officer,9857425660,,,,33:39.7,33:39.7,
,C00-1167,,,,,,,Debra Waters,Aunt,9164644709,33:39.7,33:39.7,
,C00-1168,Joseph Gray,Regulatory affairs officer,9692138050,Judy Becker,"Loss adjuster, chartered",9170514250,,,,33:39.7,33:39.7,
,C00-1169,Ryan Garcia,Proofreader,9907412346,Elizabeth Patterson,"Clinical scientist, histocompatibility and immunogenetics",9441897319,,,,33:39.7,33:39.7,
,C00-1170,,,,,,,Alisha Mercer,Uncle,9446573650,33:39.7,33:39.7,
,C00-1171,Mark Sanchez,Herpetologist,9026930419,Samantha Frederick,"Physicist, medical",9505419644,,,,33:39.7,33:39.7,
,C00-1172,,,,,,,Scott Washington,Uncle,9359241796,33:39.7,33:39.7,
,C00-1173,Grant Carlson,"Engineer, aeronautical",9806794076,Cynthia Price,Politician's assistant,9433598077,,,,33:39.7,33:39.7,
,C00-1174,,,,,,,Jessica Lee,Uncle,9083629751,33:39.7,33:39.7,
,C00-1175,Joseph Sanders,Production manager,9248921875,Ms. Karen Cunningham,Aid worker,9985580803,,,,33:39.7,33:39.7,
,C00-1176,Allen Smith,Social researcher,9739506951,Tracey Gonzalez,"Journalist, broadcasting",9670097120,,,,33:39.7,33:39.7,
,C00-1177,Nicholas Rivera,Psychotherapist,9389107539,Denise Harper,Environmental consultant,9075790656,,,,33:39.7,33:39.7,
,C00-1178,Christopher Neal,"Engineer, chemical",9579531655,Robin Johnson,Horticultural consultant,9443466043,,,,33:39.7,33:39.7,
,C00-1179,Jeremy Mendez,Chief Financial Officer,9591651984,Rhonda Marquez,Barista,9737599329,,,,33:39.7,33:39.7,
,C00-1180,Willie Cox,International aid/development worker,9051855283,Crystal Kaufman,Equality and diversity officer,9300260959,,,,33:39.7,33:39.7,
,C00-1181,,,,,,,Edwin Morris,Grandparent,9352292743,33:39.7,33:39.7,
,C00-1182,Jonathan Porter,Operational researcher,9762343923,Wendy Lewis,Magazine journalist,9159409909,,,,33:39.7,33:39.7,
,C00-1183,Alex Maxwell,"Journalist, broadcasting",9021680238,Stephanie Cline,Oceanographer,9016880863,,,,33:39.7,33:39.7,
,C00-1184,Alex Jones,Patent examiner,9339251532,Megan Clark,Educational psychologist,9028338521,,,,33:39.7,33:39.7,
,C00-1185,Corey Gray,"Scientist, marine",9220806219,Allison Madden,Best boy,9544681227,,,,33:39.7,33:39.7,
,C00-1186,Dalton Ali,Lexicographer,9406895073,Jennifer Richmond,"Civil engineer, consulting",9775538537,,,,33:39.7,33:39.7,
,C00-1187,Anthony Wilson,Information officer,9690948155,Briana Ware,Consulting civil engineer,9710835549,,,,33:39.7,33:39.7,
,C00-1188,,,,,,,Scott Lee,Uncle,9623508034,33:39.7,33:39.7,
,C00-1189,Victor Miller,Logistics and distribution manager,9850184044,Cindy Juarez,Wellsite geologist,9124901883,,,,33:39.7,33:39.7,
,C00-1190,James Bell,Media buyer,9608179143,Jane Brown,Archivist,9665193899,,,,33:39.7,33:39.7,
,C00-1191,,,,,,,Natalie Petersen,Aunt,9921969979,33:39.7,33:39.7,
,C00-1192,Todd Ramirez,Intelligence analyst,9515621640,Tamara Parks,Licensed conveyancer,9106955043,,,,33:39.7,33:39.7,
,C00-1193,Dakota Stone,Applications developer,9905916330,Dorothy Jenkins,Call centre manager,9390291640,,,,33:39.7,33:39.7,
,C00-1194,,,,,,,Bethany Allen,Aunt,9016496905,33:39.7,33:39.7,
,C00-1195,Sean Diaz,"Surveyor, building",9003266777,Faith Russell,"Chemist, analytical",9316007075,,,,33:39.7,33:39.7,
,C00-1196,Howard Cruz,Lawyer,9003508231,Jennifer Gray,Set designer,9701224361,,,,33:39.7,33:39.7,
,C00-1197,,,,,,,Michele Avery,Uncle,9020168418,33:39.7,33:39.7,
,C00-1198,Matthew Turner,Barrister,9435589485,Kimberly Nichols,"Runner, broadcasting/film/video",9258795926,,,,33:39.7,33:39.7,
,C00-1199,,,,,,,Gina Cox,Grandparent,9696157816,33:39.7,33:39.7,
,C00-1200,Ethan Goodwin,"Loss adjuster, chartered",9094734490,Margaret Rodriguez,"Lecturer, higher education",9285210174,,,,33:39.7,33:39.7,
,C00-1201,Shane Newman,"Embryologist, clinical",9513074556,Angel Lynn,Make,9776607194,,,,33:39.7,33:39.7,
,C00-1202,Richard Walker,Multimedia specialist,9615745657,Diana Frederick,Patent examiner,9421016391,,,,33:39.7,33:39.7,
,C00-1203,Michael Morris,Counsellor,9764135871,Erin Li,Housing manager/officer,9025895742,,,,33:39.7,33:39.7,
,C00-1204,,,,,,,Katrina Sandoval,Aunt,9984483613,33:39.7,33:39.7,
,C00-1205,Ryan Woods,Television floor manager,9822380691,Darlene Marks,Building control surveyor,9040660197,,,,33:39.7,33:39.7,
,C00-1206,Darren Oconnell,Furniture conservator/restorer,9280074910,Ashley Gonzalez,Photographer,9330122719,,,,33:39.7,33:39.7,
,C00-1207,,,,,,,Andre Green,Grandparent,9843049352,33:39.7,33:39.7,
,C00-1208,Timothy Thompson,Technical brewer,9470143380,Tamara Perez,Tourism officer,9159560000,,,,33:39.8,33:39.8,
,C00-1209,Jason Young,Astronomer,9563362873,Jessica Odonnell MD,Interior and spatial designer,9984153351,,,,33:39.8,33:39.8,
,C00-1210,Matthew Alexander,"Engineer, manufacturing",9431830247,Alexa Harrington,Tourist information centre manager,9613696644,,,,33:39.8,33:39.8,
,C00-1211,,,,,,,Lindsay Romero,Grandparent,9570166178,33:39.8,33:39.8,
,C00-1212,Christopher Knox,Race relations officer,9083191232,Jennifer Wood,Forest/woodland manager,9785101229,,,,33:39.8,33:39.8,
,C00-1213,Tyler Anderson,"Designer, industrial/product",9438569355,Lori West,"Administrator, Civil Service",9093144961,,,,33:39.8,33:39.8,
,C00-1214,Robert Montoya,Advertising account planner,9041838515,Madeline Garza,Music therapist,9154194514,,,,33:39.8,33:39.8,
,C00-1215,Christopher Lewis,Metallurgist,9916221026,Debra Garcia,"Restaurant manager, fast food",9482956588,,,,33:39.8,33:39.8,
,C00-1216,Luis Reeves,Trade union research officer,9474082028,Heidi Trujillo,"Nurse, mental health",9786903485,,,,33:39.8,33:39.8,
,C00-1217,Gabriel Lee,Technical brewer,9478195326,Nicole Graham DVM,"Surveyor, quantity",9895696869,,,,33:39.8,33:39.8,
,C00-1218,,,,,,,Mark Jacobs,Uncle,9870477903,33:39.8,33:39.8,
,C00-1219,Michael Cunningham,"Designer, industrial/product",9733439205,Angela Ball,Environmental consultant,9471891180,,,,33:39.8,33:39.8,
,C00-1220,Isaiah Dunn,"Surveyor, mining",9653889135,Courtney Estrada,Occupational therapist,9074106280,,,,33:39.8,33:39.8,
,C00-1221,,,,,,,Kristin Palmer,Uncle,9916991122,33:39.8,33:39.8,
,C00-1222,Nicholas Roberts,"Nurse, mental health",9495319821,Tracey Castaneda,Graphic designer,9916342883,,,,33:39.8,33:39.8,
,C00-1223,Stephen Ross,Careers information officer,9664689997,Amy Lowery,Software engineer,9015840171,,,,33:39.8,33:39.8,
,C00-1224,,,,,,,Robyn Greene,Grandparent,9826467196,33:39.8,33:39.8,
,C00-1225,Jackson Stewart,Theatre manager,9482268213,Brandy Vincent,"Lecturer, higher education",9142673414,,,,33:39.8,33:39.8,
,C00-1226,Anthony Padilla,Set designer,9736454081,Kristy Wallace,Special effects artist,9766047072,,,,33:39.8,33:39.8,
,C00-1227,Eric King,Hotel manager,9842982059,Erica Shah,Music therapist,9708578182,,,,33:39.8,33:39.8,
,C00-1228,Jack Krause,"Education officer, community",9768719047,Jennifer Morales,Building surveyor,9901620162,,,,33:39.8,33:39.8,
,C00-1229,Matthew Nelson,Sports coach,9725863328,Kathryn Bryant,Bookseller,9683343271,,,,33:39.8,33:39.8,
,C00-1230,,,,,,,Tyler Bauer,Grandparent,9331032598,33:39.8,33:39.8,
,C00-1231,Daniel Fowler,Health service manager,9105000567,Samantha Lee,Medical technical officer,9078613160,,,,33:39.8,33:39.8,
,C00-1232,,,,,,,Joshua Hardy,Grandparent,9986714919,33:39.8,33:39.8,
,C00-1233,Joseph Torres,Holiday representative,9599286589,Regina Howell,Music therapist,9420295630,,,,33:39.8,33:39.8,
,C00-1234,,,,,,,Vanessa Fields,Grandparent,9609365509,33:39.8,33:39.8,
,C00-1235,,,,,,,Kristy Norman,Aunt,9904102368,33:39.8,33:39.8,
,C00-1236,David Martin,Hydrologist,9643443900,Jody Sawyer,Sports administrator,9267500277,,,,33:39.8,33:39.8,
,C00-1237,Peter Chang,"Clinical scientist, histocompatibility and immunogenetics",9220496525,Paula Clark,Interior and spatial designer,9712990299,,,,33:39.8,33:39.8,
,C00-1238,Chase Clark,Chiropodist,9120788966,Megan Bowman,Air cabin crew,9580298069,,,,33:39.8,33:39.8,
,C00-1239,,,,,,,Catherine Woods,Aunt,9331955846,33:39.8,33:39.8,
,C00-1240,Michael Walker,"Engineer, water",9682137964,Brenda Stephens,Early years teacher,9405390810,,,,33:39.8,33:39.8,
,C00-1241,Nicholas Wilson,Building surveyor,9872968400,Lauren Marshall,Risk manager,9490656829,,,,33:39.8,33:39.8,
,C00-1242,Alexander Massey,"Scientist, product/process development",9514043223,Patricia Wright,Speech and language therapist,9510671882,,,,33:39.8,33:39.8,
,C00-1243,Seth Moore,Medical technical officer,9657147936,Angela Hughes,Mudlogger,9570039480,,,,33:39.8,33:39.8,
,C00-1244,,,,,,,Margaret Wilson,Aunt,9351552155,33:39.8,33:39.8,
,C00-1245,,,,,,,Anthony Simpson,Grandparent,9440159349,33:39.8,33:39.8,
,C00-1246,,,,,,,Charlotte Contreras,Uncle,9538219296,33:39.8,33:39.8,
,C00-1247,,,,,,,Jodi Rivera,Grandparent,9233083525,33:39.8,33:39.8,
,C00-1248,George Miller,Academic librarian,9945590533,Nicole Lin,"Sales professional, IT",9712863943,,,,33:39.8,33:39.8,
,C00-1249,James Garrison,Architect,9063536473,Ashley Gilbert,Quality manager,9889279469,,,,33:39.8,33:39.8,
,C00-1250,John Taylor,Insurance underwriter,9362528576,Terry Johnson,"Restaurant manager, fast food",9116417294,,,,33:39.8,33:39.8,
,C00-1251,,,,,,,Jonathan Hall,Grandparent,9044098477,33:39.8,33:39.8,
,C00-1252,,,,,,,Tony Ortega,Grandparent,9729535521,33:39.8,33:39.8,
,C00-1253,Matthew Banks,"Designer, exhibition/display",9754118183,Katrina Carter,Mining engineer,9872473337,,,,33:39.8,33:39.8,
,C00-1254,Michael Stephenson,Legal executive,9832366893,Rachel James,Retail banker,9666165022,,,,33:39.8,33:39.8,
,C00-1255,,,,,,,James Gutierrez,Aunt,9535398804,33:39.8,33:39.8,
,C00-1256,,,,,,,Johnny Brooks,Aunt,9651371704,33:39.8,33:39.8,
,C00-1257,Kenneth Nguyen,"Clinical scientist, histocompatibility and immunogenetics",9957920957,Erin Brown,Field trials officer,9154008942,,,,33:39.8,33:39.8,
,C00-1258,,,,,,,Devin Ho,Aunt,9499723508,33:39.8,33:39.8,
,C00-1259,,,,,,,Matthew Gibbs,Grandparent,9794750740,33:39.8,33:39.8,
,C00-1260,,,,,,,Wendy Manning,Grandparent,9046943219,33:39.8,33:39.8,
,C00-1261,Tyler Golden,Insurance account manager,9283548070,Elizabeth Choi,Horticultural therapist,9687266648,,,,33:39.8,33:39.8,
,C00-1262,,,,,,,Monique Hernandez,Grandparent,9925862983,33:39.8,33:39.8,
,C00-1263,Anthony Smith,Scientific laboratory technician,9983437592,Jacqueline Arnold,English as a foreign language teacher,9032924109,,,,33:39.8,33:39.8,
,C00-1264,,,,,,,David Fletcher,Grandparent,9789879412,33:39.8,33:39.8,
,C00-1265,,,,,,,Justin Guzman,Uncle,9738148179,33:39.8,33:39.8,
,C00-1266,Eric Mooney,"Scientist, research (life sciences)",9510463380,Kelsey Conrad,"Teacher, early years/pre",9327728161,,,,33:39.8,33:39.8,
,C00-1267,William Murray,"Education officer, museum",9267644717,Karen Chan,"Engineer, land",9601198471,,,,33:39.8,33:39.8,
,C00-1268,Bryan Kelly,Architect,9499684364,Mary Simon,Animal nutritionist,9918146471,,,,33:39.8,33:39.8,
,C00-1269,,,,,,,Roger Russell,Aunt,9411243430,33:39.8,33:39.8,
,C00-1270,David Peterson,Animal nutritionist,9240753697,Anne Hill,Sales executive,9457933879,,,,33:39.8,33:39.8,
,C00-1271,James Luna,"Merchandiser, retail",9176903605,Jill Mason,Data scientist,9972936642,,,,33:39.8,33:39.8,
,C00-1272,Brandon Walker,"Engineer, control and instrumentation",9595859534,Bethany Myers,Associate Professor,9752199758,,,,33:39.8,33:39.8,
,C00-1273,John Johnson,Soil scientist,9105148218,Susan Parrish,Tour manager,9619157422,,,,33:39.8,33:39.8,
,C00-1274,Jake Garrett,Geographical information systems officer,9014906929,Gina Diaz,"Accountant, chartered public finance",9118401932,,,,33:39.8,33:39.8,
,C00-1275,Matthew Lozano,"Sales professional, IT",9047739383,Cynthia Casey,"Designer, blown glass/stained glass",9250097151,,,,33:39.8,33:39.8,
,C00-1276,Jeffrey Berg,Retail banker,9735700707,Claudia Boyd,"Surveyor, building",9975573604,,,,33:39.8,33:39.8,
,C00-1277,Peter Mosley,Ergonomist,9751408070,Abigail Barker,Meteorologist,9759023168,,,,33:39.8,33:39.8,
,C00-1278,,,,,,,Kristina Ortega,Aunt,9506399070,33:39.8,33:39.8,
,C00-1279,Taylor Hunt,"Engineer, maintenance (IT)",9001557536,Abigail Parker,"Teacher, music",9099109139,,,,33:39.8,33:39.8,
,C00-1280,,,,,,,Angela Savage,Grandparent,9848166613,33:39.8,33:39.8,
,C00-1281,Anthony Rodriguez,Solicitor,9151162239,Michele Cardenas,"Editor, film/video",9543740681,,,,33:39.9,33:39.9,
,C00-1282,Jorge Bowman,Transport planner,9471860787,Nancy Mitchell MD,Architectural technologist,9675857235,,,,33:39.9,33:39.9,
,C00-1283,Tanner Johnston,Firefighter,9305703577,Cynthia Riley,Garment/textile technologist,9329214145,,,,33:39.9,33:39.9,
,C00-1284,Steven Wagner,Psychotherapist,9391330110,Sandra Fletcher,Architectural technologist,9795120583,,,,33:39.9,33:39.9,
,C00-1285,Robert Edwards,"Psychotherapist, dance movement",9441341370,Marissa Allen,Academic librarian,9684091447,,,,33:39.9,33:39.9,
